relation_id,source_canonical_id,source_name,source_macro_gyrus,source_cytoarchitectonic_id,source_cytoarchitectonic_name,target_canonical_id,target_name,target_dk_label,hemisphere,relation_type,hierarchy_predicate,final_adjudication_status,status_code,reused_project_status,semantic_evidence_code,semantic_evidence_detail,hierarchy_evidence,laterality_status,correct_side_fraction,contralateral_fraction,spatial_raw_rank,spatial_gm_weighted_rank,spatial_gm_margin,spatial_competitor_target,provenance_source,decision_reason_codes,review_required,review_reason_codes,frozen_methodology_basis
NGIQ-BR-00000029,NGIQ-BR-00000029,SFG_L_7_6,Superior frontal gyrus,A9m,medial area 9,NGIQ-BR-00000294,Left Superior Frontal Gyrus,superiorfrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; DK 'superiorfrontal' is the whole SFG (Fan2016 Table1 macro gyrus SFG),SFG_L_7_6 is the medial area 9 subdivision of the Superior frontal gyrus; target is the DK region 'Left Superior Frontal Gyrus',SIDE_CONSISTENT,0.98193,0.01807,1,1,0.4904,Left Caudal Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000030,NGIQ-BR-00000030,SFG_R_7_6,Superior frontal gyrus,A9m,medial area 9,NGIQ-BR-00000325,Right Superior Frontal Gyrus,superiorfrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; DK 'superiorfrontal' is the whole SFG (Fan2016 Table1 macro gyrus SFG),SFG_R_7_6 is the medial area 9 subdivision of the Superior frontal gyrus; target is the DK region 'Right Superior Frontal Gyrus',SIDE_CONSISTENT,0.98248,0.01752,1,1,0.49739,Right Caudal Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000031,NGIQ-BR-00000031,SFG_L_7_7,Superior frontal gyrus,A10m,medial area 10,NGIQ-BR-00000294,Left Superior Frontal Gyrus,superiorfrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; DK 'superiorfrontal' is the whole SFG (Fan2016 Table1 macro gyrus SFG),SFG_L_7_7 is the medial area 10 subdivision of the Superior frontal gyrus; target is the DK region 'Left Superior Frontal Gyrus',SIDE_CONSISTENT,0.99968,0.00032,1,1,0.52527,Left Rostral Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000032,NGIQ-BR-00000032,SFG_R_7_7,Superior frontal gyrus,A10m,medial area 10,NGIQ-BR-00000325,Right Superior Frontal Gyrus,superiorfrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; DK 'superiorfrontal' is the whole SFG (Fan2016 Table1 macro gyrus SFG),SFG_R_7_7 is the medial area 10 subdivision of the Superior frontal gyrus; target is the DK region 'Right Superior Frontal Gyrus',SIDE_CONSISTENT,0.99069,0.00931,1,1,0.46152,Right Rostral Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000033,NGIQ-BR-00000033,MFG_L_7_1,Middle frontal gyrus,A9/46d,dorsal area 9/46,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,rostralmiddlefrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_L_7_1 is the dorsal area 9/46 subdivision of the Middle frontal gyrus; target is the DK region 'Left Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.32671,Left Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000034,NGIQ-BR-00000034,MFG_R_7_1,Middle frontal gyrus,A9/46d,dorsal area 9/46,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,rostralmiddlefrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_R_7_1 is the dorsal area 9/46 subdivision of the Middle frontal gyrus; target is the DK region 'Right Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.18028,Right Caudal Middle Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000035,NGIQ-BR-00000035,MFG_L_7_2,Middle frontal gyrus,IFJ,inferior frontal junction,NGIQ-BR-00000270,Left Caudal Middle Frontal Gyrus,caudalmiddlefrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_L_7_2 is the inferior frontal junction subdivision of the Middle frontal gyrus; target is the DK region 'Left Caudal Middle Frontal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.11805,Left Rostral Middle Frontal Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000036,NGIQ-BR-00000036,MFG_R_7_2,Middle frontal gyrus,IFJ,inferior frontal junction,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,caudalmiddlefrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_R_7_2 is the inferior frontal junction subdivision of the Middle frontal gyrus; target is the DK region 'Right Caudal Middle Frontal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.13383,Right Precentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000037,NGIQ-BR-00000037,MFG_L_7_3,Middle frontal gyrus,A46,area 46,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,rostralmiddlefrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_L_7_3 is the area 46 subdivision of the Middle frontal gyrus; target is the DK region 'Left Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.32872,Left Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000038,NGIQ-BR-00000038,MFG_R_7_3,Middle frontal gyrus,A46,area 46,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,rostralmiddlefrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_R_7_3 is the area 46 subdivision of the Middle frontal gyrus; target is the DK region 'Right Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.29693,Right Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000039,NGIQ-BR-00000039,MFG_L_7_4,Middle frontal gyrus,A9/46v,ventral area 9/46,NGIQ-BR-00000293,Left Rostral Middle Frontal Cortex,rostralmiddlefrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_L_7_4 is the ventral area 9/46 subdivision of the Middle frontal gyrus; target is the DK region 'Left Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.32542,"Left Inferior Frontal Gyrus, Pars Triangularis",phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000040,NGIQ-BR-00000040,MFG_R_7_4,Middle frontal gyrus,A9/46v,ventral area 9/46,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,rostralmiddlefrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_R_7_4 is the ventral area 9/46 subdivision of the Middle frontal gyrus; target is the DK region 'Right Rostral Middle Frontal Cortex',SIDE_CONSISTENT,1.0,0.0,1,1,0.36203,"Right Inferior Frontal Gyrus, Pars Opercularis",phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000043,NGIQ-BR-00000043,MFG_L_7_6,Middle frontal gyrus,A6vl,ventrolateral area 6,NGIQ-BR-00000270,Left Caudal Middle Frontal Gyrus,caudalmiddlefrontal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_L_7_6 is the ventrolateral area 6 subdivision of the Middle frontal gyrus; target is the DK region 'Left Caudal Middle Frontal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.30271,Left Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000044,NGIQ-BR-00000044,MFG_R_7_6,Middle frontal gyrus,A6vl,ventrolateral area 6,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,caudalmiddlefrontal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,DK splits the MFG into rostral and caudal parts; BNA MFG subregions distribute across both,MFG_R_7_6 is the ventrolateral area 6 subdivision of the Middle frontal gyrus; target is the DK region 'Right Caudal Middle Frontal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.39433,Right Superior Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_MACRO_GYRUS_SPLIT_BY_DK|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
