spatial_status,source_entity_id,source_name_en,source_name_zh,source_granularity,source_atlas,hemisphere,candidate_g1_entity_id,candidate_g1_name_en,candidate_g1_name_zh,phase16_classification,phase17_classification,anatomical_family,anatomical_reason,atlas_definition_basis,literature_basis,evidence_title,evidence_author,evidence_year,doi_or_official_reference,active_spatial_relation,historical_spatial_relation,historical_conflict_status,contralateral_entity,contralateral_phase17_status,scientific_confidence,review_note,frozen_decision,frozen_applicability,frozen_rollup_eligible,frozen_rollup_explicit,v3_classification,gate,gate_reason
HISTORICAL_CONFLICT,NGIQ-BR-00000211,"Left Superior lateral occipital cortex, Brainnetome 2_1",左侧上外侧枕叶皮层（Brainnetome 2-1）,G3_MESO_FINE,Brainnetome,left,NGIQ-BR-00000277,Left Lateral Occipital Cortex,左外侧枕叶皮质,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,外侧枕叶皮质,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,Brainnetome official hierarchy (Fan 2016),The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,"Fan L, Li H, Zhuo J, Zhang Y, ... Jiang T",2016,10.1093/cercor/bhw157,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000212,VERIFIED_DIRECT_CONTAINED,高,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,CONFLICT_REVIEW,EXPLICIT_G1_ROLLUP_BLOCK,FALSE,TRUE,FROZEN_DECISION_PREVAILS,FROZEN_DECISION_GATE,G3→G1 frozen：decision=CONFLICT_REVIEW，rollup_eligible=FALSE（manifest 显式字段 scientific_rollup_eligible），target==candidate G1 → 禁止提升为 contained_in。
HISTORICAL_CONFLICT,NGIQ-BR-00000212,"Right Superior lateral occipital cortex, Brainnetome 2_1",右侧上外侧枕叶皮层（Brainnetome 2-1）,G3_MESO_FINE,Brainnetome,right,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,外侧枕叶皮质,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,Brainnetome official hierarchy (Fan 2016),The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,"Fan L, Li H, Zhuo J, Zhang Y, ... Jiang T",2016,10.1093/cercor/bhw157,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000211,VERIFIED_DIRECT_CONTAINED,高,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,CONFLICT_REVIEW,EXPLICIT_G1_ROLLUP_BLOCK,FALSE,TRUE,FROZEN_DECISION_PREVAILS,FROZEN_DECISION_GATE,G3→G1 frozen：decision=CONFLICT_REVIEW，rollup_eligible=FALSE（manifest 显式字段 scientific_rollup_eligible），target==candidate G1 → 禁止提升为 contained_in。
HISTORICAL_CONFLICT,NGIQ-BR-00000213,"Left Superior lateral occipital cortex, Brainnetome 2_2",左侧上外侧枕叶皮层（Brainnetome 2-2）,G3_MESO_FINE,Brainnetome,left,NGIQ-BR-00000277,Left Lateral Occipital Cortex,左外侧枕叶皮质,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,外侧枕叶皮质,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,Brainnetome official hierarchy (Fan 2016),The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,"Fan L, Li H, Zhuo J, Zhang Y, ... Jiang T",2016,10.1093/cercor/bhw157,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000214,VERIFIED_DIRECT_CONTAINED,高,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,CONFLICT_REVIEW,EXPLICIT_G1_ROLLUP_BLOCK,FALSE,TRUE,FROZEN_DECISION_PREVAILS,FROZEN_DECISION_GATE,G3→G1 frozen：decision=CONFLICT_REVIEW，rollup_eligible=FALSE（manifest 显式字段 scientific_rollup_eligible），target==candidate G1 → 禁止提升为 contained_in。
HISTORICAL_CONFLICT,NGIQ-BR-00000214,"Right Superior lateral occipital cortex, Brainnetome 2_2",右侧上外侧枕叶皮层（Brainnetome 2-2）,G3_MESO_FINE,Brainnetome,right,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,外侧枕叶皮质,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,Brainnetome official hierarchy (Fan 2016),The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,The Human Brainnetome Atlas: a new brain atlas based on connectional architecture,"Fan L, Li H, Zhuo J, Zhang Y, ... Jiang T",2016,10.1093/cercor/bhw157,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000213,VERIFIED_DIRECT_CONTAINED,高,Brainnetome 官方图谱将每个 parcel 定义为所属 gyrus 的细分（Fan 2016 层级标注），目标 G1 名称与该 gyrus 一致，半球一致。,CONFLICT_REVIEW,EXPLICIT_G1_ROLLUP_BLOCK,FALSE,TRUE,FROZEN_DECISION_PREVAILS,FROZEN_DECISION_GATE,G3→G1 frozen：decision=CONFLICT_REVIEW，rollup_eligible=FALSE（manifest 显式字段 scientific_rollup_eligible），target==candidate G1 → 禁止提升为 contained_in。
HISTORICAL_CONFLICT,NGIQ-BR-00000361,SF.AHi (Amygdala) right,右侧SF.AHi（杏仁核）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000261,Right Amygdala,右杏仁核,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,杏仁核,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),"Fischl B, Salat DH, Busa E, et al.",2002,10.1016/S0896-6273(02)00569-X,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000364,VERIFIED_DIRECT_CONTAINED,高,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,SHARED_SPATIAL_EVIDENCE_ONLY,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,VERIFIED_DIRECT_CONTAINED,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000362,SF.APir (Amygdala) right,右侧SF.APir（杏仁核）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000261,Right Amygdala,右杏仁核,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,杏仁核,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),"Fischl B, Salat DH, Busa E, et al.",2002,10.1016/S0896-6273(02)00569-X,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000365,VERIFIED_DIRECT_CONTAINED,高,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,SHARED_SPATIAL_EVIDENCE_ONLY,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,VERIFIED_DIRECT_CONTAINED,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000363,SF.VCo (Amygdala) right,右侧SF.VCo（杏仁核）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,right,NGIQ-BR-00000261,Right Amygdala,右杏仁核,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,杏仁核,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),"Fischl B, Salat DH, Busa E, et al.",2002,10.1016/S0896-6273(02)00569-X,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000366,VERIFIED_DIRECT_CONTAINED,高,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,SHARED_SPATIAL_EVIDENCE_ONLY,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,VERIFIED_DIRECT_CONTAINED,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000364,SF.AHi (Amygdala) left,左侧SF.AHi（杏仁核）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000253,Left Amygdala,左杏仁核,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,杏仁核,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),"Fischl B, Salat DH, Busa E, et al.",2002,10.1016/S0896-6273(02)00569-X,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000361,VERIFIED_DIRECT_CONTAINED,高,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,SHARED_SPATIAL_EVIDENCE_ONLY,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,VERIFIED_DIRECT_CONTAINED,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000365,SF.APir (Amygdala) left,左侧SF.APir（杏仁核）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000253,Left Amygdala,左杏仁核,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,杏仁核,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),"Fischl B, Salat DH, Busa E, et al.",2002,10.1016/S0896-6273(02)00569-X,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000362,VERIFIED_DIRECT_CONTAINED,高,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,SHARED_SPATIAL_EVIDENCE_ONLY,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,VERIFIED_DIRECT_CONTAINED,NONE,
HISTORICAL_CONFLICT,NGIQ-BR-00000366,SF.VCo (Amygdala) left,左侧SF.VCo（杏仁核）,G4_MICROSTRUCTURAL_FINE,Julich-Brain,left,NGIQ-BR-00000253,Left Amygdala,左杏仁核,DIRECT_CONTAINED_HIGH_CONFIDENCE,VERIFIED_DIRECT_CONTAINED,杏仁核,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,Julich-Brain cytoarchitectonic atlas (Amunts 2020),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),Whole brain segmentation: automated labeling of neuroanatomical structures in the human brain (FreeSurfer aseg),"Fischl B, Salat DH, Busa E, et al.",2002,10.1016/S0896-6273(02)00569-X,NONE,HISTORICAL_CONFLICT,HISTORICAL_CONFLICT,NGIQ-BR-00000363,VERIFIED_DIRECT_CONTAINED,高,该杏仁核内亚区/核团整体位于 G1 'Amygdala' macro 之内（FS aseg 全杏仁核），无跨结构冲突。,SHARED_SPATIAL_EVIDENCE_ONLY,SOURCE_LEVEL_SPATIAL_ONLY,F,NO,VERIFIED_DIRECT_CONTAINED,NONE,
