g3_entity_id,g3_region_pk,parcel_id,official_code,hemisphere,granularity_level,decision_origin,historical_decision,effective_scientific_decision,primary_target_g1_entity_id,primary_target_g1_name,evidence_targets_g1,scientific_rollup_eligible,decision_phase,decision_source,provenance_source_artifact
NGIQ-BR-00000051,153,35,IFG_L_6_4,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000286,"Left Inferior Frontal Gyrus, Pars Triangularis","Inferior Frontal Gyrus, Pars Triangularis;Rostral Middle Frontal Cortex",TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000052,156,36,IFG_R_6_4,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis","Inferior Frontal Gyrus, Pars Triangularis;Rostral Middle Frontal Cortex",TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000053,159,37,IFG_L_6_5,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,"Inferior Frontal Gyrus, Pars Opercularis;Inferior Frontal Gyrus, Pars Triangularis",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000054,162,38,IFG_R_6_5,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,"Inferior Frontal Gyrus, Pars Opercularis;Inferior Frontal Gyrus, Pars Triangularis",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000055,165,39,IFG_L_6_6,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000284,"Left Inferior Frontal Gyrus, Pars Opercularis","Inferior Frontal Gyrus, Pars Opercularis;Precentral Gyrus",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000056,168,40,IFG_R_6_6,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis","Inferior Frontal Gyrus, Pars Opercularis;Precentral Gyrus",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000057,171,41,OrG_L_6_1,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000280,Left Medial Orbitofrontal Cortex,Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex;Superior Frontal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000058,174,42,OrG_R_6_1,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex;Superior Frontal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000059,177,43,OrG_L_6_2,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000060,180,44,OrG_R_6_2,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000061,183,45,OrG_L_6_3,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000278,Left Lateral Orbitofrontal Cortex,"Inferior Frontal Gyrus, Pars Orbitalis;Lateral Orbitofrontal Cortex",TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000062,186,46,OrG_R_6_3,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,"Inferior Frontal Gyrus, Pars Orbitalis;Lateral Orbitofrontal Cortex",TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000063,189,47,OrG_L_6_4,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Medial Orbitofrontal Cortex;Lateral Orbitofrontal Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000064,192,48,OrG_R_6_4,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Medial Orbitofrontal Cortex;Lateral Orbitofrontal Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000065,195,49,OrG_L_6_5,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000280,Left Medial Orbitofrontal Cortex,Insula;Lateral Orbitofrontal Cortex;Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000066,198,50,OrG_R_6_5,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,Insula;Lateral Orbitofrontal Cortex;Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000067,201,51,OrG_L_6_6,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000068,204,52,OrG_R_6_6,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,"Lateral Orbitofrontal Cortex;Inferior Frontal Gyrus, Pars Orbitalis",FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000069,207,53,PrG_L_6_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000290,Left Precentral Gyrus,Left Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000070,210,54,PrG_R_6_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,Right Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000071,213,55,PrG_L_6_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000290,Left Precentral Gyrus,Left Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000072,216,56,PrG_R_6_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,Right Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000073,219,57,PrG_L_6_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000290,Left Precentral Gyrus,Left Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000074,222,58,PrG_R_6_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,Right Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000075,225,59,PrG_L_6_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000290,Left Precentral Gyrus,Left Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000076,228,60,PrG_R_6_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,Right Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000077,231,61,PrG_L_6_5,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000290,Left Precentral Gyrus,Left Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000078,234,62,PrG_R_6_5,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,Right Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000079,237,63,PrG_L_6_6,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000290,Left Precentral Gyrus,Left Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000080,240,64,PrG_R_6_6,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000321,Right Precentral Gyrus,Right Precentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000081,243,65,PCL_L_2_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000283,Left Paracentral Lobule,Left Paracentral Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
